Season,TeamID,Team,Conference,Number,Player,Yr,Pos,Ht,GP,GS,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RetAtt,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Dbl Dbl
2022-2023,,Wright St.,Horizon,6,Jenny Morey,So,L/DS,5-7,32,6.0,118,2,3,17,-0.059,17.0,36.0,17.0,263.0,384.0,14.0,,,,38.0,,,
2022-2023,,Wright St.,Horizon,9,Katie Meyer,Sr,S,5-7,32,9.0,102,18,5,46,0.283,371.0,7.0,20.0,123.0,1.0,,,12.0,,31.0,4.0,,
2022-2023,,Wright St.,Horizon,2,Lainey Stephenson,Sr,S,5-11,23,23.0,86,62,15,205,0.229,917.0,15.0,13.0,219.0,1.0,,3.0,46.0,2.0,103.0,3.0,,
2022-2023,,Wright St.,Horizon,15,Megan Alders,Sr,OH,5-10,32,26.0,109,270,133,798,0.172,4.0,1.0,4.0,54.0,97.0,1.0,4.0,43.0,3.0,296.5,,,
2022-2023,,Wright St.,Horizon,3,Sam Ott,Jr,OH,5-9,32,32.0,116,333,126,1111,0.186,15.0,30.0,38.0,283.0,518.0,25.0,2.0,21.0,6.0,375.5,,,
2022-2023,,Wright St.,Horizon,7,Seiler Hruska,Fr,OH,6-0,19,0.0,37,67,20,188,0.25,,1.0,,14.0,29.0,1.0,3.0,10.0,1.0,76.0,,,
2022-2023,,Wright St.,Horizon,5,Taylor Bransfield,Jr,MB,6-0,32,32.0,117,327,123,728,0.28,1.0,8.0,22.0,29.0,6.0,1.0,15.0,94.0,5.0,397.0,1.0,,
2022-2023,,Wyoming,Mountain West,9,Corin Carruth,Jr,OH,6-1,28,22.0,88,224,91,642,0.207,10.0,20.0,43.0,136.0,275.0,21.0,6.0,29.0,2.0,264.5,3.0,,
2022-2023,,Wyoming,Mountain West,13,Hailey Zuroske,Sr,OH,6-0,30,0.0,120,4,1,28,0.107,87.0,29.0,37.0,442.0,481.0,23.0,,,,33.0,1.0,,
2022-2023,,Wyoming,Mountain West,20,Kasia Partyka,So,S,6-1,30,30.0,120,87,21,219,0.301,1184.0,25.0,41.0,245.0,7.0,,7.0,53.0,4.0,145.5,20.0,,
2022-2023,,Wyoming,Mountain West,12,Kayla Mazzocca,So,MB,6-0,19,18.0,66,69,31,183,0.208,3.0,12.0,26.0,20.0,7.0,,10.0,57.0,3.0,119.5,1.0,,
2022-2023,,Wyoming,Mountain West,5,Kc Mcmahon,Sr,OH,6-2,28,22.0,104,271,93,743,0.24,1.0,14.0,31.0,69.0,160.0,9.0,6.0,41.0,1.0,311.5,,,
2022-2023,,Wyoming,Mountain West,3,Kendal Rivera,So,L/DS,5-7,15,2.0,44,0,0,1,0.0,4.0,7.0,9.0,68.0,123.0,11.0,,,,7.0,,,
2022-2023,,Wyoming,Mountain West,16,Lydeke King,Jr,MB,6-0,17,4.0,32,19,3,47,0.34,1.0,,,11.0,3.0,1.0,3.0,6.0,,25.0,,,
2022-2023,,Wyoming,Mountain West,4,Macey Boggs,Jr,S,5-8,9,0.0,17,0,0,3,0.0,9.0,1.0,4.0,21.0,18.0,2.0,,,1.0,1.0,,,
2022-2023,,Wyoming,Mountain West,7,Naya Shime,Jr,OH,6-0,23,17.0,89,270,133,735,0.186,4.0,6.0,15.0,80.0,83.0,9.0,3.0,29.0,3.0,293.5,,,
2022-2023,,Wyoming,Mountain West,11,Rylee Schulz,Fr,OH,6-0,17,10.0,51,64,46,194,0.093,6.0,5.0,13.0,67.0,236.0,9.0,3.0,1.0,1.0,72.5,,,
2022-2023,,Wyoming,Mountain West,6,Sarah Holcomb,Fr,MB,6-2,17,13.0,55,80,37,184,0.234,,,,5.0,4.0,,7.0,43.0,2.0,108.5,,,
2022-2023,,Wyoming,Mountain West,10,Skylar Erickson,Fr,L/DS,5-8,26,3.0,81,0,2,7,-0.286,8.0,21.0,39.0,127.0,234.0,22.0,,,,21.0,1.0,,
2022-2023,,Wyoming,Mountain West,17,Teresa Garza,So,OH,5-11,26,11.0,75,139,77,468,0.132,8.0,11.0,32.0,119.0,362.0,24.0,7.0,17.0,1.0,165.5,,,
2022-2023,,Wyoming,Mountain West,2,Tierney Barlow,Fr,OH,6-2,28,27.0,112,224,59,451,0.366,4.0,6.0,28.0,38.0,22.0,1.0,17.0,72.0,7.0,283.0,1.0,,
2022-2023,,Wyoming,Mountain West,15,Zoee Smith,Jr,L/DS,5-7,20,1.0,64,1,0,4,0.25,8.0,,,80.0,172.0,17.0,,,,1.0,,,
2022-2023,,Xavier,Big East,7,Alyssa Overbeck,Sr,L,5-5,33,13.0,125,0,0,14,0.0,37.0,23.0,25.0,316.0,402.0,23.0,,,,23.0,1.0,,
2022-2023,,Xavier,Big East,9,Angel Robinson,Sr,MB,6-0,28,25.0,99,155,38,374,0.313,,3.0,5.0,18.0,7.0,,11.0,61.0,10.0,199.5,,,
2022-2023,,Xavier,Big East,10,Anna Taylor,So,OH,6-0,31,16.0,116,243,100,606,0.236,2.0,,,33.0,5.0,1.0,2.0,39.0,7.0,264.5,,,
2022-2023,,Xavier,Big East,14,Brooklyn Cink,Jr,OH,5-11,33,28.0,125,433,154,1120,0.249,25.0,27.0,38.0,286.0,461.0,32.0,9.0,59.0,5.0,498.5,2.0,,
2022-2023,,Xavier,Big East,1,Caroline Speelman,Fr,OH,6-0,4,0.0,7,2,3,8,-0.125,,2.0,2.0,8.0,2.0,1.0,,,,4.0,,,
2022-2023,,Xavier,Big East,6,Carrigan O'Reilly,Sr,S,5-11,33,33.0,130,190,49,545,0.259,1196.0,21.0,10.0,316.0,15.0,1.0,5.0,58.0,4.0,245.0,3.0,2.0,
2022-2023,,Xavier,Big East,12,Delaney Hogan,Jr,MB,6-0,30,28.0,115,279,76,612,0.332,8.0,5.0,17.0,36.0,18.0,1.0,14.0,84.0,5.0,340.0,1.0,,
2022-2023,,Xavier,Big East,13,Emma Grace,So,OH,5-10,9,6.0,33,68,33,214,0.164,2.0,5.0,9.0,58.0,129.0,4.0,1.0,2.0,1.0,75.0,,,
2022-2023,,Xavier,Big East,4,Hunter Fry,Jr,MB,6-2,20,13.0,57,83,22,203,0.3,1.0,7.0,3.0,27.0,4.0,1.0,4.0,33.0,5.0,110.5,,,
2022-2023,,Xavier,Big East,5,Logan Flaugh,So,S,5-10,20,6.0,69,0,0,11,0.0,123.0,7.0,6.0,67.0,2.0,,,,,7.0,4.0,,
2022-2023,,Xavier,Big East,15,Lucia Corsaro,So,DS,5-2,29,0.0,115,2,0,12,0.167,94.0,29.0,17.0,469.0,558.0,30.0,,,,31.0,,,
2022-2023,,Xavier,Big East,3,Maryann O'Toole,Sr,OH,6-0,32,22.0,125,249,98,884,0.171,13.0,2.0,3.0,114.0,393.0,18.0,6.0,25.0,2.0,269.5,2.0,,
2022-2023,,Xavier,Big East,8,Sarah Stevens,So,MB,6-3,1,0.0,1,0,0,0,,,,,,,,,,,,,,
2022-2023,,Xavier,Big East,2,Stevie Wolf,Jr,L,5-8,33,8.0,129,9,10,66,-0.015,59.0,16.0,32.0,361.0,475.0,28.0,,,,25.0,,,
2022-2023,,Yale,Ivy League,16,Amelia Browne,Jr,OH,6-1,4,0.0,8,2,1,5,0.2,,,,,,,,,,2.0,,,
2022-2023,,Yale,Ivy League,23,Audrey Leak,Jr,OH,6-2,26,24.0,93,280,113,686,0.243,8.0,1.0,5.0,70.0,8.0,1.0,8.0,49.0,6.0,313.5,,,
2022-2023,,Yale,Ivy League,12,Bella Chan,So,L,5-3,26,2.0,91,2,0,9,0.222,19.0,19.0,20.0,125.0,157.0,7.0,,,,21.0,1.0,,
2022-2023,,Yale,Ivy League,10,Bonnie Bostic,Jr,OH,6-1,1,0.0,2,0,1,5,-0.2,,,,1.0,4.0,1.0,,,,,,,
2022-2023,,Yale,Ivy League,18,Cara Shultz,So,OH,5-11,26,26.0,92,218,89,647,0.199,19.0,59.0,75.0,244.0,518.0,21.0,5.0,14.0,1.0,289.0,,,
2022-2023,,Yale,Ivy League,21,Carly Diehl,So,S,5-11,26,26.0,93,101,28,265,0.275,995.0,26.0,46.0,214.0,4.0,1.0,6.0,24.0,2.0,145.0,9.0,,
2022-2023,,Yale,Ivy League,24,Chidera Chukwumerije,Fr,MB,6-2,5,0.0,7,1,2,4,-0.25,,,,1.0,,,,5.0,1.0,3.5,,,
2022-2023,,Yale,Ivy League,5,Emma Shadwick,So,OH,6-1,8,0.0,15,4,1,15,0.2,,,1.0,1.0,14.0,,1.0,,,5.0,,,
2022-2023,,Yale,Ivy League,2,Fatima Samb,So,MH,6-2,26,26.0,89,127,38,274,0.325,3.0,,,16.0,5.0,,12.0,60.0,10.0,169.0,2.0,,
2022-2023,,Yale,Ivy League,8,Gigi Barr,So,MH,6-1,26,26.0,93,247,74,519,0.333,4.0,3.0,9.0,37.0,9.0,1.0,12.0,43.0,3.0,283.5,1.0,,
2022-2023,,Yale,Ivy League,1,Halle Sherlock,Fr,S,5-10,1,0.0,2,0,0,0,,,,,,1.0,,,,,,,,
2022-2023,,Yale,Ivy League,30,Isabella Mendoza,Fr,OH,5-11,7,0.0,7,2,3,11,-0.091,,,1.0,1.0,8.0,1.0,,,,2.0,,,
2022-2023,,Yale,Ivy League,7,Lauren Kellen,Fr,RS,6-1,11,0.0,17,21,7,47,0.298,,,3.0,5.0,3.0,,,1.0,1.0,21.5,,,
2022-2023,,Yale,Ivy League,9,Maile Somera,Sr,L,5-9,25,0.0,90,4,1,21,0.143,75.0,43.0,43.0,368.0,388.0,13.0,,,,47.0,,,
2022-2023,,Yale,Ivy League,13,Mila Yarich,So,OH,6-0,26,26.0,93,283,137,777,0.188,40.0,35.0,44.0,288.0,571.0,31.0,16.0,22.0,3.0,345.0,2.0,,
2022-2023,,Yale,Ivy League,17,Renee Shultz,Sr,S,6-0,26,0.0,85,0,2,5,-0.4,9.0,14.0,9.0,51.0,,,,,,14.0,,,
2022-2023,,Yale,Ivy League,15,Samantha Bray,Sr,MB,5-11,1,0.0,1,0,0,0,,,,,,,,,,,,,,
2022-2023,,Yale,Ivy League,4,Zoie Stewart,Sr,MH,6-2,1,0.0,1,1,0,1,1.0,,,,,,,,,,1.0,,,
2022-2023,,Youngstown St.,Horizon,23,Abbie Householder,Fr,OH,6-0,28,20.0,102,194,103,627,0.145,10.0,24.0,25.0,277.0,621.0,46.0,1.0,25.0,1.0,231.5,1.0,,
2022-2023,,Youngstown St.,Horizon,14,Aimee Beaupre,Sr,MB,6-0,3,0.0,4,4,1,14,0.214,,1.0,,1.0,,,,2.0,2.0,6.0,,,
2022-2023,,Youngstown St.,Horizon,15,Amanda Lebioda,Sr,OH,5-10,5,0.0,7,4,3,14,0.071,1.0,,1.0,2.0,,,,2.0,1.0,5.0,,,
2022-2023,,Youngstown St.,Horizon,20,Caitlyn Jones,So,DS,5-5,16,1.0,56,0,0,2,0.0,3.0,10.0,14.0,30.0,39.0,2.0,,,,10.0,2.0,,
2022-2023,,Youngstown St.,Horizon,1,Cameren George,Fr,DS,5-6,21,0.0,68,0,0,0,,6.0,8.0,13.0,25.0,4.0,,,,,8.0,,,
2022-2023,,Youngstown St.,Horizon,10,Dayan Malave,Jr,MB,5-11,30,30.0,115,122,39,316,0.263,4.0,,4.0,26.0,23.0,2.0,9.0,76.0,12.0,169.0,,,
2022-2023,,Youngstown St.,Horizon,5,Elise Moeller,Jr,OH,5-11,16,10.0,40,54,38,216,0.074,3.0,5.0,14.0,49.0,134.0,10.0,,5.0,1.0,61.5,,,
2022-2023,,Youngstown St.,Horizon,4,Ellie Cox,Sr,OH,5-11,7,1.0,10,10,12,41,-0.049,2.0,,,4.0,24.0,1.0,1.0,2.0,1.0,12.0,,,
2022-2023,,Youngstown St.,Horizon,7,Isabel Schaefbauer,Jr,S,5-9,30,14.0,118,9,5,40,0.1,622.0,23.0,19.0,242.0,3.0,,,1.0,4.0,32.5,13.0,,
2022-2023,,Youngstown St.,Horizon,21,Isidora Sisic,Sr,OH,6-0,30,0.0,117,4,0,14,0.286,128.0,50.0,61.0,433.0,853.0,83.0,,,,54.0,1.0,,
2022-2023,,Youngstown St.,Horizon,2,Josi Borum,Sr,S,6-1,29,29.0,114,274,92,671,0.271,593.0,27.0,74.0,285.0,17.0,1.0,4.0,57.0,8.0,333.5,9.0,10.0,
2022-2023,,Youngstown St.,Horizon,6,Julia Sell,Fr,MB,6-2,20,14.0,64,24,19,83,0.06,2.0,,,16.0,7.0,2.0,5.0,51.0,3.0,54.5,,,
2022-2023,,Youngstown St.,Horizon,24,Kiyah Franklin,So,RS,6-0,30,17.0,116,151,98,455,0.116,3.0,,2.0,45.0,7.0,,2.0,37.0,9.0,171.5,2.0,,
2022-2023,,Youngstown St.,Horizon,17,Lauren Lask,Sr,DS,5-11,4,0.0,7,0,0,0,,,,4.0,4.0,1.0,,,,,,,,
2022-2023,,Youngstown St.,Horizon,22,Nadia Pace,Sr,MB,6-0,18,16.0,57,47,23,132,0.182,1.0,,,8.0,9.0,,6.0,36.0,4.0,71.0,1.0,,
2022-2023,,Youngstown St.,Horizon,8,Paula Guersching,So,OH,6-2,28,28.0,110,576,169,1412,0.288,20.0,43.0,48.0,263.0,632.0,37.0,9.0,36.0,8.0,646.0,,,
2023-2024,,A&M-Corpus Christi,Southland,22,Alexis Massey,Fr,S,6-0,20,0.0,33,7,1,21,0.286,51.0,1.0,3.0,6.0,,,,1.0,,8.5,1.0,,
2023-2024,,A&M-Corpus Christi,Southland,6,Belle Morgan,Sr,S,6-1,32,32.0,108,123,30,329,0.283,1160.0,33.0,40.0,161.0,8.0,,10.0,29.0,8.0,180.5,18.0,,3.0
2023-2024,,A&M-Corpus Christi,Southland,11,Brooke Copley,So,MB,6-3,9,0.0,9,7,3,14,0.286,,,1.0,,6.0,1.0,,,,7.0,,,
2023-2024,,A&M-Corpus Christi,Southland,13,Brooklyn Jaeger,Fr,OH,5-8,1,0.0,1,0,0,0,,,,,,,,,,,,,,
2023-2024,,A&M-Corpus Christi,Southland,10,Eloise Mcgibben,Fr,MB,6-1,8,0.0,12,3,3,9,0.0,,1.0,,3.0,,,,,,4.0,,,
2023-2024,,A&M-Corpus Christi,Southland,4,Kayla White,Jr,L,5-4,29,1.0,100,4,3,11,0.091,36.0,25.0,15.0,437.0,406.0,10.0,,,,29.0,1.0,,
2023-2024,,A&M-Corpus Christi,Southland,17,Kendall Mahaney,Jr,DS,5-8,32,9.0,111,3,0,18,0.167,36.0,24.0,34.0,258.0,531.0,31.0,,,,27.0,,,
2023-2024,,A&M-Corpus Christi,Southland,2,Kenna Buchanan,Fr,OH,5-9,28,2.0,56,27,12,73,0.205,6.0,7.0,6.0,58.0,52.0,1.0,2.0,1.0,,36.5,,,
2023-2024,,A&M-Corpus Christi,Southland,9,Kyndal Payne,Jr,OH,5-11,32,30.0,108,427,133,1015,0.29,32.0,10.0,37.0,309.0,586.0,28.0,27.0,25.0,3.0,476.5,1.0,,14.0
2023-2024,,A&M-Corpus Christi,Southland,7,Leah Stolfus,Jr,MB,6-0,32,31.0,105,321,75,681,0.361,21.0,15.0,16.0,98.0,26.0,,12.0,43.0,2.0,369.5,5.0,,1.0
2023-2024,,A&M-Corpus Christi,Southland,8,Mckenna Reiswig,Sr,RS,6-4,10,0.0,10,4,7,20,-0.15,,,,1.0,,,1.0,1.0,,5.5,,,
2023-2024,,A&M-Corpus Christi,Southland,15,Morgan Baese,Jr,OPP,6-3,26,11.0,61,114,45,310,0.223,5.0,2.0,,24.0,19.0,1.0,2.0,5.0,1.0,120.5,,,
2023-2024,,A&M-Corpus Christi,Southland,12,Morgan Smith,Sr,MB,6-0,28,14.0,64,86,24,219,0.283,12.0,6.0,7.0,33.0,32.0,,9.0,32.0,,117.0,1.0,,
2023-2024,,A&M-Corpus Christi,Southland,20,Reese Miller,Fr,RS,6-1,15,1.0,23,11,20,56,-0.161,1.0,,,6.0,1.0,,1.0,2.0,2.0,13.0,,,
2023-2024,,A&M-Corpus Christi,Southland,18,Rylee Achtzehn,Jr,OH,6-0,32,24.0,103,212,93,580,0.205,10.0,3.0,5.0,69.0,16.0,,5.0,23.0,7.0,231.5,,,
2023-2024,,A&M-Corpus Christi,Southland,3,Rylie Romero,So,S,5-8,21,0.0,42,9,2,26,0.269,44.0,6.0,5.0,18.0,3.0,,,,,15.0,3.0,,
2023-2024,,A&M-Corpus Christi,Southland,33,Tayah Little,So,MB,5-9,25,18.0,72,109,40,252,0.274,11.0,,,44.0,38.0,,8.0,24.0,5.0,129.0,3.0,,
2023-2024,,A&M-Corpus Christi,Southland,5,Tori Arrington,So,OH,5-11,28,14.0,65,130,48,351,0.234,2.0,,,43.0,15.0,3.0,12.0,11.0,1.0,147.5,2.0,,
2023-2024,,A&M-Corpus Christi,Southland,23,Zoria Heard,So,L,5-6,32,5.0,97,4,2,20,0.1,19.0,24.0,24.0,253.0,325.0,23.0,,,,28.0,,,
2023-2024,,Abilene Christian,Wac,12,Abby Christian,Fr,L/DS,5-9,29,16.0,112,0,3,14,-0.214,24.0,36.0,18.0,228.0,338.0,25.0,1.0,1.0,,37.5,,,
2023-2024,,Abilene Christian,Wac,21,Alexis Strong,Fr,OH,6-1,28,13.0,81,134,73,415,0.147,3.0,1.0,,19.0,70.0,3.0,1.0,9.0,3.0,140.5,,,
2023-2024,,Abilene Christian,Wac,2,Andie Sheppard,Jr,OH,5-9,20,1.0,73,10,12,78,-0.026,17.0,14.0,30.0,242.0,269.0,9.0,,,,24.0,,,
2023-2024,,Abilene Christian,Wac,9,Ashli Edmiston,So,DS,5-8,28,26.0,107,288,178,856,0.129,14.0,9.0,37.0,133.0,310.0,20.0,3.0,21.0,3.0,310.5,3.0,,3.0
2023-2024,,Abilene Christian,Wac,15,Braden Bossier,Sr,MB,6-2,29,26.0,99,224,76,514,0.288,3.0,4.0,9.0,34.0,16.0,1.0,14.0,45.0,4.0,264.5,2.0,,
2023-2024,,Abilene Christian,Wac,6,Breanna Box,Sr,MB,6-2,29,29.0,108,233,63,511,0.333,9.0,9.0,25.0,56.0,10.0,,9.0,49.0,8.0,275.5,,,
2023-2024,,Abilene Christian,Wac,1,Bryley Steinhilber,Jr,OH,5-10,24,20.0,89,250,115,817,0.165,17.0,22.0,18.0,229.0,480.0,27.0,4.0,17.0,4.0,284.5,1.0,,10.0
2023-2024,,Abilene Christian,Wac,17,Chloe Karn,Fr,MB,6-2,22,3.0,50,56,41,173,0.087,4.0,1.0,2.0,7.0,,,1.0,11.0,1.0,63.5,1.0,,
2023-2024,,Abilene Christian,Wac,3,Emily Mekelburg,So,OH,6-0,21,4.0,59,74,49,241,0.104,2.0,,,24.0,3.0,,3.0,19.0,6.0,86.5,1.0,,
2023-2024,,Abilene Christian,Wac,7,Hannah Gonzalez,Fr,MB,6-3,24,3.0,53,54,25,140,0.207,,,2.0,7.0,4.0,1.0,14.0,16.0,2.0,76.0,1.0,,
2023-2024,,Abilene Christian,Wac,8,Hannah Knier,Sr,MB,6-2,21,0.0,33,18,12,50,0.12,,,,5.0,,,1.0,11.0,,24.5,,,
2023-2024,,Abilene Christian,Wac,11,Izabelle Larson,Fr,OH,5-11,26,2.0,67,12,12,44,0.0,3.0,15.0,16.0,56.0,136.0,10.0,,1.0,,27.5,1.0,,
2023-2024,,Abilene Christian,Wac,16,Keely-Ann Shelnutt,Fr,L/DS,5-2,7,0.0,7,0,0,1,0.0,,,,5.0,6.0,2.0,,,,,,,
2023-2024,,Abilene Christian,Wac,10,Madeline Guffy,Jr,S,5-6,26,25.0,99,38,6,120,0.267,916.0,42.0,34.0,213.0,5.0,,2.0,15.0,3.0,89.5,11.0,,8.0
2023-2024,,Abilene Christian,Wac,4,Rachel Koss,Fr,S,5-11,17,4.0,36,4,3,32,0.031,191.0,7.0,5.0,37.0,3.0,,,2.0,,12.0,5.0,,
2023-2024,,Abilene Christian,Wac,13,Sara Carrizales,So,L/DS,5-8,29,2.0,113,5,7,53,-0.038,84.0,30.0,51.0,400.0,640.0,52.0,,,,35.0,2.0,,
2023-2024,,Air Force,Mountain West,8,Aaryn Scires,Sr,MB,5-11,29,27.0,112,263,119,668,0.216,8.0,1.0,9.0,82.0,88.0,3.0,5.0,67.0,2.0,302.5,1.0,,
2023-2024,,Air Force,Mountain West,6,Alex Hatchett,So,MB,5-11,1,0.0,1,0,0,0,,,,,,,,,,,,,,
2023-2024,,Air Force,Mountain West,2,Amber Soto,Sr,S,6-0,13,0.0,33,13,1,23,0.522,113.0,8.0,16.0,32.0,1.0,,,,,21.0,1.0,,
2023-2024,,Air Force,Mountain West,14,Annamaria Ramos,Fr,OH,5-9,22,7.0,55,61,37,202,0.119,8.0,1.0,8.0,63.0,194.0,11.0,4.0,6.0,2.0,69.0,,,
2023-2024,,Air Force,Mountain West,10,Ashley Bible,So,OH,5-9,27,22.0,91,149,88,481,0.127,14.0,14.0,32.0,132.0,377.0,32.0,3.0,22.0,2.0,177.0,,,2.0
2023-2024,,Air Force,Mountain West,11,Caroline Reinkensmeyer,Sr,S,5-10,29,29.0,113,59,16,160,0.269,941.0,31.0,34.0,246.0,9.0,3.0,5.0,18.0,1.0,104.0,5.0,,12.0
2023-2024,,Air Force,Mountain West,16,Ella Tschuor,Jr,OH,6-2,28,26.0,108,260,112,730,0.203,10.0,31.0,22.0,116.0,337.0,29.0,8.0,35.0,6.0,316.5,,,2.0
2023-2024,,Air Force,Mountain West,17,Ellie Eichhorn,Jr,S,5-11,7,0.0,24,3,1,11,0.182,72.0,1.0,6.0,27.0,2.0,,,,,4.0,,,
2023-2024,,Air Force,Mountain West,18,Greta Hans,So,S,5-8,4,0.0,10,3,2,5,0.2,27.0,1.0,5.0,8.0,,,,,,4.0,1.0,,
2023-2024,,Air Force,Mountain West,19,Joi Harvey,Sr,MB,6-4,29,29.0,113,309,72,625,0.379,11.0,4.0,31.0,66.0,25.0,3.0,34.0,73.0,9.0,383.5,1.0,,
2023-2024,,Air Force,Mountain West,23,Jordan Suan,So,L/DS,5-4,29,0.0,113,2,0,10,0.2,110.0,16.0,32.0,424.0,596.0,39.0,,,,18.0,4.0,,
2023-2024,,Air Force,Mountain West,12,Lauren Klingenberg,Fr,OH,5-10,2,0.0,3,1,0,1,1.0,,,2.0,,1.0,,,,,1.0,,,
2023-2024,,Air Force,Mountain West,25,Mac Russ,Jr,MB,6-0,29,29.0,112,245,67,505,0.352,6.0,,,39.0,20.0,1.0,17.0,94.0,7.0,309.0,,,1.0
2023-2024,,Air Force,Mountain West,21,Mekayla Dedo,Jr,OH,5-10,9,0.0,24,31,25,99,0.061,,,,6.0,17.0,3.0,1.0,11.0,1.0,37.5,,,
2023-2024,,Air Force,Mountain West,5,Murphy Riggs,Jr,L/DS,5-4,22,0.0,71,0,0,0,,7.0,1.0,10.0,48.0,187.0,15.0,,,,1.0,,,
2023-2024,,Air Force,Mountain West,1,Savanah Johnson,So,RS,5-9,17,0.0,47,49,25,134,0.179,3.0,,,10.0,20.0,,3.0,15.0,1.0,59.5,,,
2023-2024,,Air Force,Mountain West,24,Savannah Neal,Sr,OPP,5-10,20,1.0,46,7,13,36,-0.167,2.0,2.0,3.0,45.0,109.0,5.0,1.0,,,10.0,,,
2023-2024,,Air Force,Mountain West,13,Sophia Dasilva,Fr,L/DS,5-7,29,4.0,100,1,0,3,0.333,13.0,20.0,21.0,72.0,230.0,12.0,,,,21.0,,,
2023-2024,,Akron,Mac,12,Avery Brown,So,S,5-9,4,1.0,11,0,1,4,-0.25,30.0,1.0,4.0,23.0,,,,,,1.0,2.0,,1.0
2023-2024,,Akron,Mac,3,Baylee Vought,Jr,S,6-0,8,3.0,25,15,7,50,0.16,46.0,2.0,,26.0,3.0,1.0,3.0,6.0,,23.0,1.0,,
2023-2024,,Akron,Mac,22,Chidera Ozoh,Fr,MB,6-0,2,0.0,3,1,0,2,0.5,,,,1.0,,,,,,1.0,,,
2023-2024,,Akron,Mac,2,Chloe Werner,So,RS,6-0,9,5.0,28,42,23,142,0.134,,5.0,6.0,20.0,2.0,,,7.0,,50.5,1.0,,
2023-2024,,Akron,Mac,18,Eliska Vytiskova,Fr,S,5-9,29,28.0,111,69,23,215,0.214,1006.0,50.0,22.0,242.0,10.0,1.0,5.0,53.0,1.0,150.5,13.0,,12.0
2023-2024,,Akron,Mac,6,Ellen Kinnaird,Jr,RS,5-11,29,29.0,112,200,51,450,0.331,16.0,26.0,25.0,54.0,7.0,2.0,2.0,96.0,5.0,276.0,2.0,,
2023-2024,,Akron,Mac,4,Emanouela Christodoulou,Jr,OH,6-0,14,10.0,47,89,47,238,0.176,1.0,1.0,4.0,34.0,34.0,2.0,,24.0,1.0,102.0,1.0,,
2023-2024,,Akron,Mac,16,Faith Johnson,Sr,OH,5-11,29,29.0,112,393,159,1129,0.207,20.0,34.0,38.0,252.0,749.0,38.0,7.0,57.0,9.0,462.5,3.0,,14.0
2023-2024,,Akron,Mac,7,Genevieve Hara,Jr,RS,5-11,18,17.0,63,125,71,382,0.141,7.0,12.0,17.0,95.0,156.0,16.0,1.0,21.0,5.0,148.5,1.0,,
2023-2024,,Akron,Mac,17,Karleighana Jones,Jr,MB,6-3,19,17.0,70,116,41,278,0.27,2.0,7.0,7.0,13.0,3.0,1.0,2.0,59.0,4.0,154.5,,,
2023-2024,,Akron,Mac,20,Lauren Baker,Jr,OH,5-11,23,22.0,89,226,107,728,0.163,9.0,11.0,17.0,134.0,356.0,28.0,2.0,29.0,3.0,253.5,1.0,,2.0
2023-2024,,Akron,Mac,9,Melisa Tore,So,MB,6-3,13,12.0,45,92,36,212,0.264,2.0,,1.0,9.0,1.0,,7.0,39.0,4.0,118.5,3.0,,
2023-2024,,Akron,Mac,5,Mia Thompson,Sr,L/DS,5-5,27,1.0,102,0,0,4,0.0,23.0,20.0,16.0,172.0,268.0,26.0,,,,20.0,,,
2023-2024,,Akron,Mac,15,Sarah Bettis,Fr,OH,6-1,2,0.0,2,0,0,0,,,,,,,,,,,,,,
2023-2024,,Akron,Mac,11,Sophie Twigg,Fr,L,5-9,11,0.0,25,0,0,1,0.0,3.0,3.0,7.0,37.0,72.0,5.0,,,,3.0,,,
2023-2024,,Akron,Mac,1,Vanessa Del Real,Fr,L,5-6,29,0.0,112,2,2,12,0.0,118.0,49.0,59.0,404.0,574.0,38.0,,,,51.0,,,
2023-2024,,Alabama,Sec,3,Allison Berent,Fr,DS,5-7,8,1.0,20,0,0,0,,4.0,2.0,3.0,28.0,80.0,5.0,,,,2.0,,,
2023-2024,,Alabama,Sec,13,Alyiah Wells,Sr,MB,6-2,29,29.0,100,260,68,602,0.319,6.0,15.0,16.0,40.0,6.0,,15.0,64.0,8.0,322.0,1.0,,
2023-2024,,Alabama,Sec,2,Callie Kieffer,Fr,S,5-10,28,27.0,90,9,4,55,0.091,834.0,20.0,42.0,201.0,9.0,,,38.0,6.0,48.0,21.0,,8.0
2023-2024,,Alabama,Sec,23,Chaise Campbell,Sr,MB,6-3,29,29.0,98,196,58,430,0.321,2.0,,,11.0,2.0,1.0,14.0,66.0,14.0,243.0,3.0,,
2023-2024,,Alabama,Sec,21,Francesca Bertucci,Jr,DS,5-5,26,8.0,76,0,1,2,-0.5,13.0,5.0,9.0,124.0,288.0,13.0,,,,5.0,,,
2023-2024,,Alabama,Sec,12,Gabbi Leblanc,Fr,S,5-8,5,2.0,13,6,1,11,0.455,101.0,2.0,10.0,19.0,,,,4.0,2.0,10.0,3.0,,
2023-2024,,Alabama,Sec,4,Jordyn Towns,Fr,MB,6-6,11,7.0,34,47,23,164,0.146,,,,3.0,,,1.0,23.0,1.0,59.5,,,
